1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1334,,,No,686,ALQ,664,630,RFn,,1334,TA,9650,,,16,5,6,1350,1977,1977,167900
1656,,,No,0,Unf,1656,506,Unf,,1656,TA,9246,,,211,5,5,1656,1973,1973,135000
693,,,No,0,Unf,693,0,None,,693,Fa,4118,,,20,4,4,693,1941,1950,52500
920,,,No,700,GLQ,216,492,RFn,,1861,Gd,13450,,,91,5,7,916,2002,2002,200000
864,,,Mn,360,Rec,504,288,RFn,,864,TA,9560,,,0,7,5,864,1972,1972,128500
872,,,No,0,Unf,858,480,Unf,,872,TA,8294,,,0,5,4,858,1971,1971,123000
1114,,,No,814,GLQ,300,576,Unf,,1114,Gd,13695,,,78,5,6,1114,2003,2004,155000
1284,,,No,0,Unf,1284,647,RFn,,2169,Gd,9375,,,87,5,8,1284,2002,2002,228500
1172,,,No,0,Unf,896,342,Unf,,1913,TA,7558,,,0,6,6,896,1928,1950,177000
728,,,No,0,Unf,728,440,Fin,,1456,Gd,11103,,,0,5,7,728,2006,2006,155835
960,,,No,250,ALQ,710,308,Unf,,960,Fa,6000,,,0,4,4,960,1920,1950,108500
2156,,,No,297,BLQ,1203,508,RFn,,2156,TA,20781,,,80,7,7,1568,1968,2003,262500
1776,,,Gd,80,GLQ,1652,712,Fin,,1776,Gd,15306,,,0,5,8,1732,2006,2007,283463
1494,,,Gd,1443,GLQ,39,514,RFn,,1494,Gd,16196,,,25,5,7,1482,1998,1998,215000
938,,,No,259,LwQ,425,0,None,,2358,TA,5250,,,54,5,8,684,1872,1987,122000
1338,,,No,500,LwQ,748,968,Unf,,2634,TA,11643,,,0,5,5,1248,1969,1969,200000
858,,,No,319,Rec,539,490,Fin,,1716,TA,9247,,,84,6,6,858,1962,1962,171000
786,,,No,0,Unf,698,624,Unf,,1176,TA,6000,,,0,9,6,698,1937,2000,134900
2053,,,Av,816,Unk,1217,666,Fin,,3238,Gd,14720,,,86,5,8,2033,1995,1996,410000
992,,,No,735,GLQ,257,839,Unf,,1865,Gd,10316,,,184,5,7,992,2000,2000,235000
1222,,,No,0,Unf,570,487,RFn,,1920,Gd,10192,,,98,6,7,570,1968,1992,170000
892,,,No,340,Rec,524,264,RFn,,892,TA,9477,,,0,5,5,864,1966,1966,110000
1078,,,No,734,GLQ,344,500,Fin,,1078,TA,12537,,,0,6,5,1078,1971,2008,149900
769,,,No,378,GLQ,378,440,Unf,,1573,Gd,2117,,,32,5,6,756,2000,2000,177500
1980,,,Av,1447,GLQ,533,770,Fin,,1980,Ex,16737,,,45,5,9,1980,2004,2005,315000
990,,,No,0,Unf,612,621,RFn,,2601,TA,9842,,,0,6,5,612,1921,1998,189000
1530,,,Av,1274,ALQ,256,430,Fin,,1530,Gd,16158,,,36,5,7,1530,2005,2005,260000
1281,,,No,0,Unf,715,368,Unf,,1738,TA,12513,,,0,4,4,715,1920,2007,104900
616,,,No,0,Unf,616,432,Fin,,1412,Gd,8499,,,36,5,6,616,2006,2007,156932
520,,,No,0,Unf,600,480,RFn,,1200,Gd,3180,,,166,5,7,600,2005,2005,144152
814,,,No,533,GLQ,281,663,RFn,,1674,Gd,7500,,,96,5,7,814,2000,2000,216000
882,,,No,633,GLQ,240,588,RFn,,1790,Gd,9179,,,88,5,7,873,1999,1999,193000
925,,,No,548,ALQ,36,336,RFn,,1475,TA,2665,,,26,6,5,757,1977,1977,127000
848,,,Av,685,GLQ,163,420,Fin,,848,Gd,4435,,,0,5,6,848,2003,2004,144000
1668,,,Av,370,BLQ,315,502,Fin,,1668,Gd,10635,,,262,5,8,1657,2003,2003,232000
840,,,No,315,ALQ,420,338,Fin,,1374,TA,5400,,,0,6,4,840,1920,1950,105000
1661,,,Av,831,BLQ,161,377,RFn,,1661,Gd,9600,,,28,6,6,992,1955,1996,165500
1108,,,Av,975,GLQ,133,583,RFn,,2097,Gd,9750,,,170,6,7,1108,1998,1998,274300
2633,,,Gd,1282,GLQ,1351,804,RFn,,2633,Ex,11400,,,140,5,10,2633,2001,2002,466500
1026,,,No,0,Unf,1026,936,Fin,,1958,Gd,10625,,,210,5,7,1026,2005,2005,250000
1571,,,Gd,0,Unf,1571,722,Fin,,1571,Gd,10991,,,36,5,8,1571,2007,2007,239000
790,,,Mn,384,Unk,384,160,Unf,,790,TA,6292,,,141,5,6,768,1930,1950,91000
984,,,No,408,Unk,156,660,Unf,,1604,TA,10998,,,68,5,5,984,1941,1960,117000
483,,,No,309,BLQ,174,264,Unf,,987,TA,1953,,,0,5,6,483,1973,1973,83000
754,,,No,0,Unf,384,400,Fin,,1394,Gd,9735,,,0,5,5,384,2006,2007,167500
864,,,No,203,Rec,661,200,Unf,,864,TA,8212,,,0,3,3,864,1914,1950,58500
2117,,,Mn,865,BLQ,340,550,Fin,,2117,TA,12925,,,42,7,6,1205,1970,1970,237500
998,,,No,0,Unf,596,576,Unf,,1762,Gd,7200,,,0,7,7,596,1920,1950,157000
1416,,,No,0,Unf,816,576,Unf,,1416,Gd,25339,,,0,7,5,816,1918,2007,112000
698,,,Mn,204,Rec,356,280,Unf,,1258,TA,9060,,,0,5,6,560,1939,1950,105000
796,,,No,735,BLQ,61,240,Unf,,1154,Gd,5436,,,96,8,4,796,1922,2007,125500
1392,,,No,790,Unk,133,564,RFn,,2784,Gd,16692,,,112,5,7,1392,1978,1978,250000
1664,,,No,168,Rec,0,216,Unf,,2526,Gd,8520,,,15,7,6,714,1916,1950,136000
1746,,,Gd,1320,GLQ,426,758,Fin,,1746,Ex,14892,,,39,5,9,1746,2006,2007,377500
869,,,No,375,ALQ,360,440,Unf,,1218,TA,6000,,,0,6,6,735,1941,1950,131000
1525,,,Av,1400,GLQ,125,541,RFn,,1525,Gd,9100,,,36,5,7,1525,2000,2000,235000
1584,,,No,0,Unf,1584,792,Unf,,1584,TA,8944,,,152,5,5,1584,1967,1967,124000
900,,,Av,769,ALQ,95,288,RFn,,900,TA,7838,,,144,5,5,864,1967,1967,123000
1221,,,No,0,Unf,482,672,Unf,,1912,TA,10800,,,25,7,6,482,1905,2000,163000
1500,,,Av,1070,GLQ,286,648,Fin,,1500,Gd,4045,,,20,5,7,1356,2006,2006,246578
1133,,,Gd,0,Unf,1094,642,Fin,,2482,Gd,12665,,,39,5,8,1094,2005,2006,281213
1687,,,Av,353,BLQ,60,572,Unf,,1687,TA,57200,,,0,5,5,747,1948,1950,160000
939,,,Mn,0,Unf,939,180,Unf,,1513,TA,6120,,,0,8,5,939,1920,2004,137500
1136,,,No,180,Rec,676,240,Unf,,1904,TA,7200,,,0,4,5,1208,1950,1982,138000
1160,,,No,264,BLQ,712,216,Unf,,1608,Gd,6171,,,16,6,6,976,1925,1990,137450
950,,,No,0,Unf,862,208,RFn,,1158,TA,6000,,,0,7,6,862,1929,1950,120000
864,,,No,759,GLQ,80,398,Unf,,1593,TA,7415,,,75,5,6,839,2004,2004,193000
1294,,,Av,0,Unf,1286,662,RFn,,1294,Gd,6762,,,55,5,7,1286,2006,2006,193879
1464,,,Gd,929,GLQ,556,754,Unf,,1464,Gd,15256,,,160,5,8,1485,2007,2007,282922
694,,,No,0,Unf,672,936,Unf,,1214,TA,10410,,,0,4,3,672,1915,1950,105000
1646,,,Gd,1373,GLQ,221,482,Fin,,1646,Gd,3842,,,53,5,8,1594,2004,2005,275000
768,,,Av,656,GLQ,112,396,Unf,,768,TA,8445,,,0,7,5,768,1972,2007,133000
833,,,No,625,Unk,208,0,None,,833,TA,8780,,,0,5,5,833,1985,1985,112000
741,,,No,0,Unf,622,528,Unf,,1363,TA,7740,,,0,7,4,622,1910,1950,125500
1236,,,No,0,Unf,791,542,Fin,,2093,TA,20544,,,63,6,7,791,1986,1991,215000
944,,,No,666,GLQ,278,622,RFn,,1840,Gd,12420,,,45,5,7,944,2001,2001,230000
1112,,,No,120,BLQ,736,271,Unf,,1668,TA,9600,,,0,8,6,856,1950,2005,140000
1040,,,None,0,None,0,420,Unf,,1040,TA,7200,,,0,5,4,0,1949,1950,90000
1844,,,No,976,GLQ,868,620,Fin,,1844,Gd,10994,,,44,5,8,1844,2005,2006,257000
1053,,,No,0,Unf,833,370,Unf,,1848,Gd,13053,,,0,7,6,833,1923,2000,207000
1569,,,No,988,Unk,398,660,Unf,,1569,Gd,3635,,,20,5,7,1386,2007,2007,175900
1246,,,No,0,Unf,777,560,Unf,,2290,TA,11340,,,0,6,4,777,1885,1950,122500
1310,,,Mn,781,GLQ,503,1069,Fin,,2450,Gd,16545,,,126,5,8,1284,1998,1998,340000
1144,,,No,25,BLQ,247,336,Unf,,1144,TA,9204,,,88,5,5,1144,1963,1963,124000
1844,,,Av,1110,Rec,734,540,RFn,,1844,Gd,16381,,,73,5,6,1844,1969,1969,223000
708,,,No,404,ALQ,304,776,RFn,,1416,TA,11700,,,169,6,6,708,1968,1968,179900
1069,,,No,360,ALQ,709,440,RFn,,1069,TA,4043,,,55,5,6,1069,1977,1977,127500
848,,,Av,686,GLQ,162,420,Fin,,848,Gd,4435,,,0,5,6,848,2003,2003,136500
1575,,,Av,0,Unf,697,432,Unf,,2201,Gd,19690,,,236,7,6,697,1966,1966,274970
1344,,,No,457,ALQ,193,484,Unf,,1344,TA,9503,,,28,5,5,1024,1958,1983,144000
1252,,,No,0,Unf,1252,528,Unf,,1252,Gd,10721,,,39,6,6,1252,1959,1959,142000
1223,,,No,1000,GLQ,223,525,RFn,,2127,Gd,10944,,,132,5,7,1223,1994,1994,271000
1048,,,No,580,BLQ,333,288,Unf,,1558,TA,10930,,,0,6,5,913,1945,1950,140000
804,,,No,510,BLQ,278,240,Unf,,804,Gd,7200,,,0,7,5,788,1940,1992,119000
1440,,,No,678,BLQ,762,467,Fin,,1440,Gd,12546,,,0,7,6,1440,1981,1981,182900
734,,,Av,0,Unf,732,372,Fin,,1838,TA,21930,,,40,5,5,732,2005,2005,192140
958,,,No,958,LwQ,0,440,RFn,,958,TA,4928,,,60,6,6,958,1976,1976,143750
968,,,No,0,Unf,656,216,Unf,,968,TA,10800,,,0,6,4,656,1927,2007,64500
962,,,No,0,Unf,936,451,Fin,,1792,TA,10261,,,0,5,6,936,2000,2000,186500
1126,,,No,936,ALQ,190,484,RFn,,1126,TA,17400,,,41,5,5,1126,1977,1977,160000
1537,,,No,0,Unf,1319,462,RFn,,1537,Gd,8400,,,36,9,6,1319,1962,2005,174000
864,,,No,616,ALQ,248,528,Unf,,864,TA,9000,,,0,6,4,864,1971,1971,120500
1932,,,Av,1336,GLQ,596,774,Fin,,1932,Ex,12444,,,66,5,8,1932,2008,2008,394617
1236,,,No,600,GLQ,312,923,Unf,,1236,TA,7407,,,158,7,6,912,1957,1996,149700
1040,,,No,315,GLQ,114,550,RFn,,1725,TA,11584,,,88,6,7,539,1979,1979,197000
1423,,,No,0,Unf,588,672,Fin,,2555,TA,11526,,,0,7,6,588,1922,1994,191000
848,,,Av,697,GLQ,151,420,RFn,,848,Gd,4426,,,0,5,6,848,2004,2004,149300
1026,,,Av,765,GLQ,252,812,Unf,,2007,Ex,11003,,,52,5,10,1017,2008,2008,310000
952,,,No,0,Unf,952,192,Unf,,952,Fa,8854,,,98,6,6,952,1916,1950,121000
1422,,,Av,0,Unf,1422,626,RFn,,1422,Gd,8500,,,60,5,7,1422,2004,2004,179600
913,,,Gd,187,LwQ,0,240,Unf,,913,TA,8400,,,0,5,6,814,1966,1966,129000
1188,,,No,593,Unk,595,312,Unf,,1188,TA,26142,,,39,7,5,1188,1962,1962,157900
1220,,,No,1079,GLQ,141,556,RFn,,2090,Gd,10000,,,65,5,8,1220,1995,1996,240000
796,,,No,0,Unf,560,384,Unf,,1346,TA,11767,,,24,7,4,560,1910,2000,112000
630,,,Av,553,GLQ,77,0,None,,630,Ex,1533,,,0,7,5,630,1970,1970,92000
896,,,No,0,Unf,896,0,None,,1792,TA,9000,,,45,5,5,896,1974,1974,136000
1578,,,No,0,Unf,1573,840,Unf,,1578,Ex,9262,,,36,5,8,1573,2008,2009,287090
1072,,,Gd,547,GLQ,0,525,Fin,,1072,TA,3675,,,28,5,5,547,2005,2005,145000
1140,,,No,0,Unf,1140,0,None,,1140,TA,17217,,,56,5,5,1140,2006,2006,84500
1221,,,No,410,GLQ,811,400,RFn,,1221,Gd,7500,,,113,5,7,1221,2004,2005,185000
953,,,No,0,Unf,953,460,RFn,,1647,TA,7917,,,40,5,6,953,1999,2000,175000
2073,,,No,790,ALQ,589,500,Unf,,2073,TA,13175,,,0,6,6,1542,1978,1988,210000
1188,,,No,275,GLQ,877,252,RFn,,2340,Gd,9042,,,60,9,7,1152,1941,2006,266500
1078,,,Mn,49,Unk,0,240,Unf,,1078,Gd,9717,,,0,6,5,1078,1950,1996,142125
1256,,,No,830,BLQ,136,276,Fin,,1256,TA,9937,,,68,6,5,1256,1965,1965,147500
